,1 t2,2 xt,3 Sx,4 yt,5 Sy
0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.07032614191801301,0.07906552731542296,0.029130041771816016,0.03849270698252759
2,1.0,0.20710678118654752,0.2071067811865475,0.20710678118654752,0.20710678118654752
3,1.5,0.23623682295836354,0.2259927069825276,0.5703261419180129,0.5790655273154228
4,2.0,6.123233995736765e-17,5.551115123125783e-17,0.9999999999999999,0.9999999999999998
5,2.5,-0.5291300417718159,-0.5384927069825275,1.2774329231045602,1.2665655273154228
6,3.0,-1.2071067811865475,-1.2071067811865475,1.2071067811865475,1.2071067811865475
7,3.5,-1.7774329231045605,-1.766565527315423,0.7362368229583638,0.7259927069825277
8,4.0,-2.0,-2.0,2.4492935982947064e-16,2.449293598294706e-16
9,4.5,-1.777432923104561,-1.7665655273154233,-0.7362368229583633,-0.7259927069825273
10,5.0,-1.207106781186548,-1.207106781186548,-1.2071067811865475,-1.2071067811865475
11,5.5,-0.529130041771817,-0.5384927069825282,-1.2774329231045607,-1.2665655273154233
12,6.0,-1.8369701987210302e-16,-1.942890293094024e-16,-1.0000000000000002,-1.0000000000000002
13,6.5,0.23623682295836357,0.22599270698252755,-0.5703261419180127,-0.5790655273154232
14,7.0,0.2071067811865476,0.20710678118654757,-0.20710678118654768,-0.20710678118654768
15,7.5,0.0703261419180132,0.07906552731542307,-0.029130041771816148,-0.03849270698252762
16,8.0,0.0,0.0,-0.0,-1.3877787807814457e-17
