,"0,t","1,ps","2,r","3,xt","4,yt"
0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.7853981633974483,0.2928932188134524,0.20710678118654752,0.20710678118654746
2,2.0,1.5707963267948966,0.9999999999999999,6.123233995736765e-17,0.9999999999999999
3,3.0,2.356194490192345,1.7071067811865475,-1.2071067811865475,1.2071067811865475
4,4.0,3.141592653589793,2.0,-2.0,2.4492935982947064e-16
5,5.0,3.9269908169872414,1.7071067811865477,-1.207106781186548,-1.2071067811865475
6,6.0,4.71238898038469,1.0000000000000002,-1.8369701987210302e-16,-1.0000000000000002
7,7.0,5.497787143782138,0.29289321881345265,0.2071067811865476,-0.20710678118654768
8,8.0,6.283185307179586,0.0,0.0,-0.0
